state_id,c0_real,c0_imag,c1_real,c1_imag,c2_real,c2_imag,c3_real,c3_imag,norm_squared,is_valid
0,-0.05362222704630433,-0.12334380487307224,80.48388944021667,62.54554221130225,-0.16481911500741533,0.09999668558602065,-0.04254395861155775,0.013492082211461585,10389.65855567074,0
1,0.3676744814452561,0.13102678560370562,-0.49663545733653125,-0.2707754225131877,0.5448395500009944,-0.35705681780674253,-0.3194974538572862,-0.03553900418426803,0.9999999999999998,1
2,0.7707555329399443,-0.28793698898662545,-0.2526925017370334,-0.08783938715732212,-0.47009615093340573,-0.04768938175278271,0.16681983123821092,-0.019115859823000948,0.9999999999999999,1
3,-0.1997630324719395,-0.8035787041147989,0.07898867118693573,-0.03976911981424938,-0.35186047585299746,0.2848653801592491,0.2353943519709076,0.21487350665808633,1.0,1
4,0.11214613274476433,-0.17342727502623217,-0.3213752837477537,0.13711964468077936,-0.18007486697512054,0.5704319141206796,-0.2782587666852189,-0.6324673016254423,1.0,1
5,95.36033678266375,57.45740771494975,0.03710086573965037,0.12905720396008588,0.0478034259730992,0.1821037862082259,0.09136237020621163,0.015313194052739605,12395.009593394241,0
6,0.4394172964410075,-0.42732812362811234,-0.31604875609767497,-0.4912764776339301,0.21786599288277933,0.26860757035687965,0.3455718072248574,0.20982904703873662,1.0000000000000002,1
7,-0.2836759958515196,0.18595245219682827,-1.237850385289941,0.8408191547302586,-0.36047859412527455,0.31093487313903195,-1.1414925673635319,-1.3587484535057401,5.7301287658310756,0
8,0.5591803455511807,0.7924855771164463,-0.2869204020033809,0.20333628130294357,-0.5141934168457748,0.033119608648188414,0.08191182760623666,-0.7281443758121902,1.8667805671014759,0
9,0.39804696893457875,-0.3013594955598956,0.6690289396162605,-0.17959201306805786,0.3736944633888102,-0.021505170355473623,0.044517557908957145,-0.3588818948823389,0.9999999999999999,1
10,-0.5210122555271421,-0.12469805259436556,-0.310736371738725,-0.5732936179019442,0.19211613313366918,-0.08010352411187224,0.2849110506001217,0.4040723577304013,1.0000000000000002,1
11,0.5991721230202923,-0.9726382055006504,-0.7706665652964846,5.62979308700666,0.1405920804262498,1.1137826871772916,-2.532490717617954,4.172483557444986,58.67693574848235,0
12,0.8348661205857352,0.026609114489318852,0.278532779060145,-0.848207967234536,-0.7862824927056746,0.003609653218488589,-0.45730565619302754,0.1661744711168882,2.3497423549358123,0
13,-0.06020052746817248,0.09005435721464673,-0.24709151896881587,-0.07837023932632788,0.01707220901796298,0.37653366967160684,-0.6559610664605172,-0.02162039399261563,0.6517514307847067,0
14,0.21920709566253901,0.029747185589562235,-0.5114233757277864,0.6765091959898775,0.13719506803733922,-0.01952841016012551,-0.25017060451087086,0.3873701276589779,1.0,1
15,0.28422434125582813,-0.014351842024773001,0.22129916374578928,-0.9267226422313348,0.378001380713991,-0.48368523919968054,-0.6961325331599538,0.3147717515255913,1.9492958407541443,0
